num,gain
0,46.83295822143555
1,46.83295822143555
2,46.67232131958008
3,46.83935546875
4,46.83935546875
5,46.83935546875
6,46.83935546875
7,46.83935546875
8,47.129005432128906
9,47.69896697998047
10,47.69896697998047
11,47.38605880737305
12,47.236976623535156
13,46.922019958496094
14,46.9310417175293
15,46.9310417175293
16,46.9310417175293
17,46.533084869384766
18,46.533084869384766
19,46.533084869384766
20,46.533084869384766
21,46.303409576416016
22,46.303409576416016
23,46.303409576416016
24,46.303409576416016
25,46.303409576416016
26,46.303409576416016
27,46.303409576416016
28,46.303409576416016
29,46.303409576416016
30,46.45095443725586
31,46.45095443725586
32,46.614013671875
33,46.4530143737793
34,46.4530143737793
35,46.4530143737793
36,46.242164611816406
37,46.242164611816406
38,46.095458984375
39,46.095458984375
40,46.090576171875
41,46.090576171875
42,46.090576171875
43,46.090576171875
44,46.090576171875
45,46.090576171875
46,45.94244384765625
47,45.94244384765625
48,45.94244384765625
49,45.94244384765625
50,45.94244384765625
51,45.94244384765625
52,45.94244384765625
53,45.94244384765625
54,45.949729919433594
55,45.949729919433594
56,45.4848518371582
57,45.63099670410156
58,45.63099670410156
59,45.63099670410156
60,45.63099670410156
61,45.63099670410156
62,45.77389144897461
63,45.77389144897461
64,46.083126068115234
65,46.083126068115234
66,46.083126068115234
67,45.933170318603516
68,45.933170318603516
69,45.76094055175781
70,45.76094055175781
71,45.76094055175781
72,45.76094055175781
73,45.76094055175781
74,45.76094055175781
75,45.76094055175781
76,45.76094055175781
77,45.76094055175781
78,45.76094055175781
79,45.76094055175781
80,45.76094055175781
81,45.76094055175781
82,45.76094055175781
83,45.76094055175781
84,45.76094055175781
85,45.76094055175781
86,45.76094055175781
87,45.76094055175781
88,45.91254806518555
89,45.91254806518555
90,45.91254806518555
91,45.91254806518555
92,45.76673126220703
93,45.76673126220703
94,45.91978073120117
95,45.760948181152344
96,45.760948181152344
97,45.760948181152344
98,45.760948181152344
99,45.91188049316406
100,45.91188049316406
101,45.91188049316406
102,45.91188049316406
103,45.91188049316406
104,45.5830078125
105,45.57261657714844
106,45.57261657714844
107,45.57261657714844
108,45.7547607421875
109,45.7547607421875
110,45.7547607421875
111,45.7547607421875
112,45.7547607421875
113,45.7547607421875
114,45.7547607421875
115,45.7547607421875
116,45.7547607421875
117,45.7547607421875
118,45.7547607421875
119,45.90156173706055
120,45.90156173706055
121,45.90156173706055
122,45.90156173706055
123,45.90156173706055
124,46.06035614013672
125,46.06035614013672
126,46.06035614013672
127,45.756202697753906
128,45.756202697753906
129,45.756202697753906
130,45.90486145019531
131,45.90486145019531
132,45.90486145019531
133,45.90486145019531
134,45.90486145019531
135,45.90486145019531
136,45.90486145019531
137,45.90486145019531
138,46.05979537963867
139,46.05979537963867
140,46.05979537963867
141,46.05979537963867
142,46.05979537963867
143,45.89420700073242
144,45.89420700073242
145,45.89420700073242
146,45.89420700073242
147,45.89420700073242
148,45.89420700073242
149,45.89420700073242
150,46.04387283325195
151,46.04387283325195
152,46.04387283325195
153,46.04387283325195
154,45.75146484375
155,45.90553283691406
156,46.054988861083984
157,46.054988861083984
158,46.054988861083984
159,46.054988861083984
160,46.054988861083984
161,46.054988861083984
162,46.054988861083984
163,45.84408187866211
164,45.84408187866211
165,45.987266540527344
166,45.987266540527344
167,45.987266540527344
168,45.987266540527344
169,45.987266540527344
170,45.987266540527344
171,45.987266540527344
172,45.987266540527344
173,45.987266540527344
174,45.987266540527344
175,45.987266540527344
176,45.987266540527344
177,45.987266540527344
178,45.987266540527344
179,45.987266540527344
180,45.987266540527344
181,45.987266540527344
182,45.987266540527344
183,45.987266540527344
184,45.80210876464844
185,45.80210876464844
186,45.80210876464844
187,45.9830436706543
188,45.9830436706543
189,45.9830436706543
190,45.9830436706543
191,45.9830436706543
192,45.9830436706543
193,45.828826904296875
194,45.97161102294922
195,45.97161102294922
196,45.97161102294922
197,45.775794982910156
198,45.775794982910156
199,45.775794982910156
200,46.08906555175781
201,46.08906555175781
202,46.08906555175781
203,46.08906555175781
204,46.08906555175781
205,46.08906555175781
206,46.08906555175781
207,46.08906555175781
208,46.0714111328125
209,46.0714111328125
210,46.0714111328125
211,46.0714111328125
212,46.0714111328125
213,46.249786376953125
214,46.09215545654297
215,46.09215545654297
216,45.944091796875
217,45.944091796875
218,45.62316131591797
219,45.62316131591797
220,45.81593322753906
221,45.97937774658203
222,45.97937774658203
223,45.97937774658203
224,45.97937774658203
225,45.97937774658203
226,45.97937774658203
227,45.97937774658203
228,45.97937774658203
229,45.97937774658203
230,45.660011291503906
231,45.9898796081543
232,45.9898796081543
233,45.9898796081543
234,45.9898796081543
235,45.9898796081543
236,45.9898796081543
237,45.9898796081543
238,45.9898796081543
239,45.9898796081543
240,45.9898796081543
241,45.9898796081543
242,45.9898796081543
243,45.9898796081543
244,45.9898796081543
245,45.9898796081543
246,45.9898796081543
247,45.81681823730469
248,45.81681823730469
249,45.81681823730469
250,45.81681823730469
251,45.81681823730469
252,45.81681823730469
253,45.81681823730469
254,45.81681823730469
255,45.81681823730469
256,45.81681823730469
257,45.81681823730469
258,45.81681823730469
259,45.81681823730469
260,45.98581314086914
261,45.98581314086914
262,45.98581314086914
263,45.98581314086914
264,45.98581314086914
265,45.829246520996094
266,46.12335205078125
267,46.12335205078125
268,45.950355529785156
269,45.950355529785156
270,45.950355529785156
271,45.8027229309082
272,46.13212585449219
273,46.13212585449219
274,46.13212585449219
275,46.13212585449219
276,46.13212585449219
277,46.13212585449219
278,46.13212585449219
279,46.13212585449219
280,46.13212585449219
281,46.13212585449219
282,45.82512664794922
283,45.82512664794922
284,45.82512664794922
285,45.82512664794922
286,45.82512664794922
287,45.82512664794922
288,45.82512664794922
289,45.82512664794922
290,45.82512664794922
291,45.82512664794922
292,45.82512664794922
293,45.82512664794922
294,45.82512664794922
295,45.82512664794922
296,45.82512664794922
297,45.82512664794922
298,46.19450378417969
299,46.19450378417969
300,46.03374099731445
301,46.03374099731445
302,46.03374099731445
303,46.03374099731445
304,46.03374099731445
305,46.03374099731445
306,46.03374099731445
307,46.03374099731445
308,46.03374099731445
309,46.03374099731445
310,46.03374099731445
311,46.03374099731445
312,45.88581085205078
313,45.88581085205078
314,45.88581085205078
315,45.88581085205078
316,45.88581085205078
317,46.048667907714844
318,46.048667907714844
319,46.048667907714844
320,46.048667907714844
321,46.048667907714844
322,45.951236724853516
323,45.951236724853516
324,45.951236724853516
325,45.951236724853516
326,45.951236724853516
327,45.951236724853516
328,45.7772102355957
329,45.925025939941406
330,45.925025939941406
331,45.925025939941406
332,45.925025939941406
333,45.925025939941406
334,45.883094787597656
335,46.046356201171875
336,46.046356201171875
337,46.046356201171875
338,46.046356201171875
339,45.89012908935547
340,45.89012908935547
341,45.89012908935547
342,45.89012908935547
343,45.89012908935547
344,46.06382751464844
345,45.91693878173828
346,45.74888229370117
347,45.898658752441406
348,45.898658752441406
349,45.898658752441406
350,45.898658752441406
351,45.898658752441406
352,45.74878692626953
353,46.09062576293945
354,46.09062576293945
355,46.09062576293945
356,46.09062576293945
357,46.24357223510742
358,46.24357223510742
359,46.24357223510742
360,46.24357223510742
361,46.083168029785156
362,46.083168029785156
363,46.083168029785156
364,46.22621536254883
365,46.22621536254883
366,46.021114349365234
367,46.021114349365234
368,46.021114349365234
369,46.021114349365234
370,46.32368469238281
371,45.856021881103516
372,45.856021881103516
373,46.052978515625
374,46.052978515625
375,46.052978515625
376,46.052978515625
377,46.052978515625
378,45.90288543701172
379,46.068939208984375
380,46.068939208984375
381,46.068939208984375
382,46.068939208984375
383,46.068939208984375
384,46.24740219116211
385,46.09834289550781
386,46.09834289550781
387,45.9391975402832
388,45.9391975402832
389,45.9391975402832
390,45.78846740722656
391,45.78846740722656
392,45.78846740722656
393,45.78846740722656
394,45.78846740722656
395,45.78846740722656
396,45.78846740722656
397,45.78846740722656
398,45.77932357788086
399,45.77932357788086
400,45.77932357788086
401,45.92653274536133
402,45.92653274536133
403,45.92653274536133
404,45.92653274536133
405,45.92653274536133
406,45.92653274536133
407,45.92653274536133
408,45.92653274536133
409,45.74959182739258
410,45.74959182739258
411,45.74959182739258
412,45.9049186706543
413,45.9049186706543
414,45.9049186706543
415,45.9049186706543
416,45.9049186706543
417,45.9049186706543
418,45.9049186706543
419,45.9049186706543
420,45.9049186706543
421,45.9049186706543
422,45.759464263916016
423,45.759464263916016
424,45.759464263916016
425,45.759464263916016
426,45.759464263916016
427,46.05575180053711
428,46.19951248168945
429,45.903167724609375
430,45.903167724609375
431,45.903167724609375
432,45.903167724609375
433,45.903167724609375
434,45.903167724609375
435,45.903167724609375
436,45.903167724609375
437,45.903167724609375
438,45.903167724609375
439,45.903167724609375
440,45.903167724609375
441,45.903167724609375
442,45.903167724609375
443,45.903167724609375
444,45.903167724609375
445,45.903167724609375
446,45.903167724609375
447,45.903167724609375
448,45.903167724609375
449,45.903167724609375
450,45.903167724609375
451,45.903167724609375
452,45.74268341064453
453,45.74268341064453
454,45.88725662231445
455,46.031707763671875
456,46.031707763671875
457,45.871421813964844
458,46.01655578613281
459,46.01655578613281
460,46.01655578613281
461,45.856658935546875
462,45.696929931640625
463,45.696929931640625
464,45.696929931640625
465,45.846412658691406
466,45.846412658691406
467,45.846412658691406
468,45.846412658691406
469,46.037296295166016
470,46.037296295166016
471,46.037296295166016
472,46.037296295166016
473,45.88562774658203
474,45.88562774658203
475,45.88562774658203
476,45.88562774658203
477,46.0370979309082
478,46.0370979309082
479,46.0370979309082
480,45.887046813964844
481,45.887046813964844
482,45.887046813964844
483,45.887046813964844
484,45.887046813964844
485,45.887046813964844
486,45.887046813964844
487,45.887046813964844
488,45.887046813964844
489,46.052024841308594
490,45.8861083984375
491,45.8861083984375
492,45.8861083984375
493,45.8861083984375
494,45.8861083984375
495,46.08252716064453
496,46.08252716064453
497,46.08252716064453
498,46.08252716064453
499,45.91832733154297
500,45.91832733154297
501,45.91832733154297
502,45.57994842529297
503,45.9346923828125
504,45.9346923828125
505,45.9346923828125
506,45.9346923828125
507,45.9346923828125
508,45.9346923828125
509,45.9346923828125
510,45.9346923828125
511,45.9346923828125
512,45.9346923828125
513,45.9346923828125
